,STID,Station Name,State,TimeZone,DayTimeSaving,Latitude,Longitude,Elevation
1037,KLRF,Little Rock Air Force Base,AR,C,y,34.917,-92.15,337.927
1038,KLRJ,Le Mars Municipal Airport,IA,C,y,42.78,-96.2,1197.51
1039,KLRU,Las Cruces Intl Airport,NM,M,y,32.3,-106.77,4570.21
1040,KLSE,La Crosse Municipal Airport,WI,C,y,43.88,-91.25,668.963
1041,KLSF,Fort Benning,GA,E,y,32.34,-85.0,226.05
1042,KLSV,Nellis AFB,NV,P,y,36.23,-115.03,1879.92
1043,KLTS,Altus Air Force Base,OK,C,y,34.8,-99.0,1357.94
1044,KLUD,Decatur Municipal Airport,TX,C,y,33.255,-97.581,1046.59
1045,KLUF,Luke AFB/Phoenix,AZ,M,n,33.59,-112.37,1085.96
1046,KLUK,Cincinnati Municipal Airport Lunken Field,OH,E,y,39.1,-84.42,490.157
1047,KLUM,Menomonie Municipal Airport-Score Field,WI,C,y,44.883,-91.867,895.669
1048,KLVJ,Pearland Regional Airport,TX,C,y,29.519,-95.242,42.651
1049,KLVK,Livermore Municipal,CA,P,y,37.7,-121.82,396.982
1050,KLVM,Livingston/Mission,MT,M,y,45.71,-110.43,4652.89
1051,KLVN,"Minneapolis, Airlake Airport",MN,C,y,44.64,-93.24,961.286
1052,KLVS,Las Vegas Municipal,NM,M,y,35.66,-105.15,6866.14
1053,KLWA,South Haven,MI,E,y,42.351,-86.256,666.01
1054,KLWB,Lewisburg / Greenbrier,WV,E,y,37.88,-80.4,2303.15
1055,KLWC,Lawrence Municipal Airport,KS,C,y,39.02,-95.22,833.333
1056,KLWD,Lamoni Municipal Airport,IA,C,y,40.631,-93.901,1122.05
1057,KLWM,Lawrence Municipal Airport,MA,E,y,42.73,-71.12,150.919
1058,KLWS,Lewiston (amos),ID,P,y,46.39,-117.02,1420.93
1059,KLWT,Lewistown Municipal,MT,M,y,47.05,-109.45,4124.02
1060,KLWV,Lawrenceville-Vincennes Intl Airport,IL,C,y,38.76,-87.6,429.79
1061,KLXL,Little Falls Automatic Weather Observing/Reporting,MN,C,y,45.96,-94.35,1122.05
1062,KLXN,"Lexington, Jim Kelly Field Airport",NE,C,y,40.78,-99.77,2414.7
1063,KLXT,Lees Summit,MO,C,y,38.964,-94.374,1003.94
1064,KLXV,Leadville/Lake Co.,CO,M,y,39.22,-106.32,9927.82
1065,KLYH,Lynchburg Regional Airport,VA,E,y,37.34,-79.2,939.961
1066,KLYV,Luverne-Quentin Aanenson Field,MN,C,y,43.621,-96.216,1430.45
1067,KLZU,"Lawrenceville, Gwinnett Co-Briscoe Field Airport",GA,E,y,33.978,-83.962,1059.71
1068,KLZZ,Lampasas Airport,TX,C,y,31.1062,-98.1959,1215.0
1069,KM19,Newport Municipal Airport,AR,C,y,35.6,-91.2,239.0
1070,KM30,Metropolis Municipal Airport,IL,C,y,37.183,-88.75,383.858
1071,KM82,"Huntsville, Madison County Executive Airport",AL,C,y,34.85,-86.55,757.874
1072,KM89,Dexter B Florence Memorial Field Airport,AR,C,y,34.1,-93.07,182.0
1073,KM97,Tunica Municipal Airport,MS,C,y,34.683,-90.333,193.57
1074,KMAE,Madera Municipal Airport,CA,P,y,36.99,-120.11,252.625
1075,KMAF,Midland International Airport,TX,C,y,31.95,-102.18,2861.88
1076,KMAI,Marianna Municipal Airport,FL,C,y,30.8,-85.21,112.861
1077,KMAO,Marion County Airport,SC,E,y,34.1812,-79.3347,92.0
1078,KMBG,Mobridge Municipal Airport,SD,C,y,45.55,-100.41,1666.67
1079,KMBL,Manistee County-Blacker Airport,MI,E,y,44.28,-86.25,620.079
1080,KMBS,"Saginaw, MBS International Airport",MI,E,y,43.53,-84.08,662.073
1081,KMCB,McComb / Pike County / John E Lewis Field,MS,C,y,31.18,-90.47,413.058
1082,KMCC,McClellan Airfield,CA,P,y,38.667,-121.4,82.021
1083,KMCD,Mackinac Island Airport,MI,E,y,45.86,-84.64,984.252
1084,KMCE,Merced/Macready Fld,CA,P,y,37.29,-120.52,154.199
1085,KMCF,"Macdill Air Force Base, Fl.",FL,E,y,27.86,-82.52,13.123
1086,KMCI,Kansas City International Airport,MO,C,y,39.3,-94.73,979.003
1087,KMCK,McCook Municipal Airport,NE,C,y,40.23,-100.58,2578.74
1088,KMCN,"Macon, Middle Georgia Regional Airport",GA,E,y,32.71,-83.65,354.003
1089,KMCO,Orlando International Airport,FL,E,y,28.43,-81.32,98.097
1090,KMCW,Mason City Municipal Airport,IA,C,y,43.16,-93.33,1193.9
1091,KMDD,Midland Airpark,TX,C,y,32.033,-102.1,2801.84
1092,KMDH,"Carbondale/Murphysboro, Southern Illinois Airport",IL,C,y,37.79,-89.25,419.948
1093,KMDQ,Huntsville-Madison Co Exec Airport,AL,C,y,34.86,-86.56,754.593
1094,KMDS,Madison Municipal Airport,SD,C,y,44.0164,-97.0856,1718.0
1095,KMDT,Harrisburg International Airport,PA,E,y,40.21,-76.77,303.15
1096,KMDW,Chicago Midway Airport,IL,C,y,41.79,-87.75,611.877
1097,KMDZ,"Medford, Taylor County Airport",WI,C,y,45.1,-90.3,1469.82
1098,KMEB,Laurinburg-Maxton Airport,NC,E,y,34.79,-79.37,219.816
1099,KMEH,Meacham (amos),OR,P,y,45.51,-118.4,3723.1
1100,KMEI,"Meridian, Key Field",MS,C,y,32.34,-88.75,312.008
1101,KMEM,Memphis International Airport,TN,C,y,35.04,-89.98,282.152
1102,KMER,Castle Airport,CA,P,y,37.3805,-120.568,191.0
1103,KMEZ,Mena Intermountain Municipal Airport,AR,C,y,34.55,-93.583,702.1
1104,KMFD,Mansfield Lahm Municipal Airport,OH,E,y,40.83,-82.52,1301.84
1105,KMFE,"McAllen, Miller International Airport",TX,C,y,26.18,-98.24,100.066
1106,KMFI,Marshfield Municipal Airport,WI,C,y,44.63,-90.18,1276.25
1107,KMFR,Medford/Jackson Co.,OR,P,y,42.38,-122.87,1299.87
1108,KMFV,Melfa / Accomack Airport,VA,E,y,37.65,-75.77,49.213
1109,KMGC,Michigan City Municipal Airport-Phillips Field,IN,C,y,41.7033,-86.8212,655.0
1110,KMGE,Marietta / Dobbins Air Force Base,GA,E,y,33.93,-84.52,1009.84
1111,KMGG,Maple Lake Municipal Airport,MN,C,y,45.236,-93.986,1026.9
1112,KMGJ,"Montgomery, Orange County Airport",NY,E,y,41.51,-74.26,364.173
1113,KMGM,"Montgomery, Dannelly Field",AL,C,y,32.3,-86.4,202.1
1114,KMGN,Harbor Springs Airport,MI,E,y,45.42,-84.91,685.696
1115,KMGR,Moultrie Municipal Airport,GA,E,y,31.085,-83.803,295.276
1116,KMGW,Morgantown Municipal-Hart Field,WV,E,y,39.64,-79.92,1240.16
1117,KMGY,Dayton General Airport South Airport,OH,E,y,39.59,-84.22,961.286
1118,KMHE,Mitchell Municipal Airport,SD,C,y,43.77,-98.04,1302.49
1119,KMHK,Manhattan Regional Airport,KS,C,y,39.16,-96.67,1082.68
1120,KMHN,Mullen / Hooker County,NE,C,y,42.05,-101.067,3261.16
1121,KMHR,Mather Field,CA,P,y,38.58,-121.3,95.144
1122,KMHS,Mount Shasta (amos),CA,P,y,41.33,-122.32,3535.1
1123,KMHT,Manchester Airport,NH,E,y,42.94,-71.43,225.066
1124,KMHV,Mojave,CA,P,y,35.07,-118.16,2785.43
1125,KMIA,Miami International Airport,FL,E,y,25.78,-80.32,35.105
1126,KMIB,Minot Air Force Base,ND,C,y,48.417,-101.35,1630.91
1127,KMIC,"Minneapolis, Crystal Airport",MN,C,y,45.08,-93.38,869.423
1128,KMIE,"Muncie, Delaware County-Johnson Field",IN,E,y,40.242,-85.396,961.286
1129,KMIV,Millville Municipal Airport,NJ,E,y,39.38,-75.07,69.882
1130,KMIW,Marshalltown Municipal Airport,IA,C,y,42.11,-92.91,971.129
1131,KMJQ,Jackson Municipal Automatic Weather Observing,MN,C,y,43.66,-94.99,1446.85
1132,KMJX,Robert J. Miller Air Park,NJ,E,y,39.9275,-74.2924,82.0
1133,KMKC,Charles B Wheeler Downtown Airport,MO,C,y,39.12,-94.6,757.874
1134,KMKE,"Milwaukee, General Mitchell International Airport",WI,C,y,42.96,-87.9,629.921
1135,KMKG,Muskegon County Airport,MI,E,y,43.18,-86.27,625.0
1136,KMKJ,Marion / Wytheville,VA,E,y,36.9,-81.35,2559.05
1137,KMKL,"Jackson, McKellar-Sipes Regional Airport",TN,C,y,35.61,-88.92,433.071
1138,KMKN,Comanche County Airport,TX,C,y,31.917,-98.6,1387.8
1139,KMKO,"Muskogee, Davis Field",OK,C,y,35.66,-95.36,610.236
1140,KMKT,Mankato Automatic Weather Observing / Reporting,MN,C,y,44.23,-93.92,1020.34
1141,KMLB,Melbourne International Airport,FL,E,y,28.11,-80.63,35.105
1142,KMLC,McAlester Regional Airport,OK,C,y,34.89,-95.78,759.843
1143,KMLD,Malad City,ID,M,y,42.18,-112.32,4481.96
1144,KMLE,Millard Airport,NE,C,y,41.196,-96.112,1049.87
1145,KMLF,Milford Municipal,UT,M,y,38.43,-113.02,5039.04
1146,KMLI,"Moline, Quad-City Airport",IL,C,y,41.46,-90.52,591.864
1147,KMLJ,Baldwin County Airport,GA,E,y,33.15,-83.233,383.858
1148,KMLP,Mullan Pass Vor,ID,M,y,47.45,-115.67,6027.89
1149,KMLS,Miles City,MT,M,y,46.44,-105.87,2627.95
1150,KMLT,Millinocket Municipal Airport,ME,E,y,45.65,-68.7,408.136
1151,KMLU,Monroe Regional Airport,LA,C,y,32.51,-92.04,132.874
1152,KMMH,Mammoth/June Lakes,CA,P,y,37.64,-118.92,7129.27
1153,KMMK,Meriden Markham Municipal Airport,CT,E,y,41.51,-72.83,101.706
1154,KMML,Marshall / Ryan Automatic Weather Observing,MN,C,y,44.46,-95.82,1177.82
1155,KMMT,McEntire Air National Guard Weather Facility Base,SC,E,y,33.93,-80.8,243.11
1156,KMMU,Morristown Municipal,NJ,E,y,40.8,-74.42,190.289
1157,KMMV,Mcminnville Municipal Airport,OR,P,y,45.19,-123.14,167.323
1158,KMNE,"Minden, LA",LA,C,y,32.646,-93.298,278.0
1159,KMNH,Elbert Mountain,CO,M,y,39.219,-104.641,7060.37
1160,KMNM,Menominee Automatic Weather Observing / Reporting,MI,C,y,45.12,-87.63,626.64
1161,KMNN,Marion Municipal Airport,OH,E,y,40.62,-83.06,994.094
1162,KMNZ,Hamilton Municipal Airport,TX,C,y,31.6659,-98.1486,1299.0
1163,KMOB,Mobile Regional Airport,AL,C,y,30.68,-88.25,214.895
1164,KMOD,Modesto City/Sham,CA,P,y,37.63,-120.95,97.113
1165,KMOP,Mount Pleasant Municipal Airport,MI,E,y,43.62,-84.74,754.593
1166,KMOT,Minot International Airport,ND,C,y,48.28,-101.28,1714.9
1167,KMOX,Morris Municipal Automatic Weather Observing,MN,C,y,45.57,-95.97,1138.45
1168,KMPO,Pocono Mountains Municipal Airport,PA,C,y,41.14,-75.38,1916.01
1169,KMPV,"Barre / Montpelier, Knapp State Airport",VT,E,y,44.21,-72.57,1125.98
1170,KMPZ,Mount Pleasant Muni Airport,IA,C,y,40.95,-91.51,734.908
1171,KMQB,Macomb Muni Airport,IL,C,y,40.52,-90.65,708.661
1172,KMQE,Blue Hill - Milton,MA,E,y,42.21,-71.11,629.921
1173,KMQI,Manteo / Dare County Regional,NC,E,y,35.92,-75.7,13.123
1174,KMQT,Marquette,MI,E,y,46.533,-87.55,1415.03
1175,KMQY,Smyrna,TN,C,y,36.01,-86.5,557.743
1176,KMRB,"Martinsburg, Eastern W. Virginia Reg/Shepherdstown",WV,E,y,39.41,-77.98,530.84
1177,KMRF,Marfa,TX,C,y,30.38,-104.02,4833.0
1178,KMRH,"Beaufort, Michael J Smith Field Airport",NC,E,y,34.717,-76.65,9.843
1179,KMRJ,"Mineral Point, Iowa County Airport",WI,C,y,42.89,-90.23,1177.82
1180,KMRN,Foothills Regional Airport,NC,E,y,35.82,-81.61,1269.69
1181,KMRX,Morristown Nexrad,TN,E,y,36.167,-83.4,1433.73
1182,KMRY,Monterey Peninsula,CA,P,y,36.59,-121.84,164.042
1183,KMSL,"Muscle Shoals, North West Alabama Regional Airport",AL,C,y,34.75,-87.61,540.026
1184,KMSN,"Madison, Dane County Regional-Truax Field",WI,C,y,43.14,-89.33,873.031
1185,KMSO,Missoula/Bell Field,MT,M,y,46.92,-114.1,3191.93
1186,KMSP,Minneapolis-St. Paul International Airport,MN,C,y,44.89,-93.22,833.99
1187,KMSS,Massena International-Richards Field,NY,E,y,44.94,-74.85,213.911
1188,KMSV,Monticello Automatic Weather Observing / Reporting,NY,E,y,41.71,-74.8,1404.2
1189,KMSY,New Orleans International Airport,LA,C,y,29.98,-90.25,3.937
1190,KMTC,Selfridge Air National Guard Base,MI,E,y,42.62,-82.84,576.115
1191,KMTH,Marathon Airport,FL,E,y,24.74,-81.05,6.562
1192,KMTJ,Montrose Co. Arpt,CO,M,y,38.51,-107.88,5757.87
1193,KMTN,Baltimore / Martin,MD,E,y,39.34,-76.42,22.966
1194,KMTO,"Mattoon/Charleston, Coles County Memorial Airport",IL,C,y,39.48,-88.28,721.785
1195,KMTP,Montauk Airport,NY,E,y,41.08,-71.92,6.562
1196,KMTV,Martinsville,VA,E,y,36.63,-80.02,941.601
1197,KMTW,Manitowoc Municipal Automatic Weather Observing,WI,C,y,44.14,-87.67,649.606
1198,KMUI,Muir Army Air Field / Indiantown,PA,E,y,40.44,-76.57,501.969
1199,KMUO,Mountain Home AFB,ID,M,y,43.05,-115.87,2992.13
1200,KMUT,Muscatine,IA,C,y,41.37,-91.15,547.9
1201,KMVE,Montevideo Automatic Weather Observing / Reporting,MN,C,y,44.97,-95.72,1033.46
1202,KMVL,Morrisville-Stowe State Airport,VT,E,y,44.53,-72.61,731.627
1203,KMVN,Mount Vernon Automatic Weather Observing/Reporting,IL,C,y,38.33,-88.87,479.003
1204,KMVY,Marthas Vineyard Airport,MA,E,y,41.41,-70.62,68.898
1205,KMWA,Marion Regional,IL,C,y,37.76,-89.0,472.441
1206,KMWC,Milwaukee / Timmerman,WI,C,y,43.12,-88.05,734.908
1207,KMWH,Moses Lake/Grant Co,WA,P,y,47.21,-119.32,1195.87
1208,KMWK,Mount Airy / Surry County Airport,NC,E,y,36.46,-80.55,1246.72
1209,KMWL,Mineral Wells Airport,TX,C,y,32.79,-98.07,930.118
1210,KMWM,Windom Municipal Airport,MN,C,y,43.91,-95.11,1345.14
1211,KMWN,Mount Washington,NH,E,y,44.28,-71.3,6266.4
1212,KMWS,Mount Wilson,CA,P,y,34.233,-118.067,5711.94
1213,KMWT,Mount Ida,AR,C,y,34.547,-93.578,1066.27
1214,KMXF,Maxwell Air Force Base / Montgomery,AL,C,y,32.383,-86.367,173.885
1215,KMXO,Monticello Municipal,IA,C,y,42.23,-91.17,849.738
1216,KMYF,San Diego/Montg,CA,P,y,32.83,-117.13,423.228
1217,KMYL,Mc Call,ID,M,y,44.89,-116.1,5019.69
1218,KMYP,"Monarch Pass (12,030 feet)",CO,M,y,38.497,-106.32,12030.8
1219,KMYR,Myrtle Beach International Airport,SC,E,y,33.69,-78.93,25.919
1220,KMYV,Marysville/Yuba Co.,CA,P,y,39.11,-121.57,62.336
1221,KMZH,Moose Lake Carlton County Airport,MN,C,y,46.417,-92.8,1076.11
1222,KMZZ,Marion Municipal Airport,IN,E,y,40.4899,-85.6798,859.0
1223,KN60,Garrison,ND,C,y,47.61,-101.4,1925.85
1224,KNAK,Annapolis (U.S. Naval Academy),MD,E,y,38.98,-76.48,6.562
1225,KNBC,"Beaufort, Marine Corps Air Station",SC,E,y,32.48,-80.72,48.885
1226,KNBG,"New Orleans, Naval Air Station",LA,C,y,29.833,-90.017,-0.984
1227,KNCA,"Jacksonville, New River, Marine Corps Air Station",NC,E,y,34.71,-77.43,16.076
1228,KNEL,Lakehurst Naval Air Station,NJ,E,y,40.04,-74.32,111.877
1229,KNEW,New Orleans Lakefront Airport,LA,C,y,30.04,-90.03,8.858
1230,KNFG,Camp Pendleton Mcas,CA,P,y,33.3,-117.35,65.945
1231,KNFL,Fallon Nas,NV,P,y,39.4322,-118.686,3934.05
1232,KNFW,"Fort Worth, Naval Air Station",TX,C,y,32.767,-97.45,607.94
1233,KNGP,"Corpus Christi, Naval Air Station",TX,C,y,27.683,-97.283,20.013
1234,KNGU,"Norfolk, Naval Air Station",VA,E,y,36.94,-76.28,33.136
1235,KNHK,"Patuxent River, Naval Air Station",MD,E,y,38.29,-76.4,45.932
1236,KNHZ,"Brunswick, Naval Air Station",ME,E,y,43.89,-69.93,68.898
1237,KNID,China Lake (naf),CA,P,y,35.69,-117.68,2220.14
1238,KNIP,"Jacksonville, Naval Air Station",FL,E,y,30.23,-81.68,29.856
1239,KNJK,El Centro Naf,CA,P,y,32.83,-115.68,-42.979
1240,KNKT,"Cherry Point, Marine Corps Air Station",NC,E,y,34.86,-76.88,36.089
1241,KNKX,Miramar MCAS,CA,P,y,32.88,-117.15,458.99
1242,KNLC,Lemoore Nas/Reeves,CA,P,y,36.3,-119.9,240.157
1243,KNMM,"Meridian, Naval Air Station",MS,C,y,32.55,-88.567,270.997
1244,KNPA,"Pensacola, Naval Air Station",FL,C,y,30.36,-87.32,33.136
1245,KNQA,Millington Municipal Airport,TN,C,y,35.36,-89.87,294.948
1246,KNQI,"Kingsville, Naval Air Station",TX,C,y,27.5,-97.817,56.102
1247,KNQX,Boca Chica Naval Air Station,FL,E,y,24.57,-81.68,22.966
1248,KNRB,Mayport Naval Station,FL,E,y,30.4,-81.42,16.076
1249,KNRS,Imperial Beach/Ream,CA,P,y,32.58,-117.12,20.013
1250,KNSE,"Milton, Whiting Field North",FL,C,y,30.72,-87.02,176.837
1251,KNSI,San Nicolas Island,CA,P,y,33.26,-119.45,892.06
1252,KNTD,Pt Mugu Naws,CA,P,y,34.12,-119.12,9.843
1253,KNTU,"Virginia Beach, Oceana, Naval Air Station",VA,E,y,36.83,-76.03,25.919
1254,KNUC,Naval Auxiliary Landing Field,CA,P,y,33.03,-118.58,170.932
1255,KNUQ,Moffett Nas/Mtn Vie,CA,P,y,37.43,-122.05,39.042
1256,KNUW,Whidbey Island Nas,WA,P,y,48.36,-122.65,33.136
1257,KNXP,Twentynine Palms,CA,P,y,34.3,-116.17,33.136
1258,KNXX,"Willow Grove, Naval Air Station",PA,E,y,40.19,-75.13,334.974
1259,KNYC,"New York City, Central Park",NY,E,y,40.783,-73.967,144.029
1260,KNYG,Quantico Marine Corps Air Facility,VA,E,y,38.51,-77.3,13.123
1261,KNYL,Yuma Mcas,AZ,M,n,32.39,-114.37,212.927
1262,KNZY,North Island Nas,CA,P,y,32.71,-117.2,48.885
1263,KO87,Shelter Cove,CA,P,y,40.04,-124.07,68.898
1264,KOAJ,Jacksonville Automatic Weather Observing/Reporting,NC,E,y,34.83,-77.62,95.144
1265,KOAK,Oakland,CA,P,y,37.7,-122.22,6.89
1266,KOBE,Okeechobee County Airport,FL,E,y,27.26,-80.85,34.0
1267,KOCF,Ocala Municipal Automatic Weather Observing,FL,E,y,29.18,-82.22,88.583
1268,KOCH,Nacogdoches Automatic Weather Observing/Reporting,TX,C,y,31.57,-94.7,354.331
1269,KOCQ,J. Douglas Bake Memorial Airport,WI,C,y,44.8741,-87.9098,604.0
1270,KOCW,"Washington, Warren Field Airport",NC,E,y,35.57,-77.05,39.37
1271,KODO,Odessa-Schlemeyer Field,TX,C,y,31.921,-102.392,2959.32
1272,KODX,"Ord, Evelyn Sharp Field Airport",NE,C,y,41.62,-98.95,2070.21
1273,KOEB,"Coldwater, Branch County Memorial Airport",MI,E,y,41.93,-85.05,958.005
1274,KOEO,"Osceola, L O Simenstad Municipal Airport",WI,C,y,45.31,-92.69,902.231
1275,KOFF,Omaha / Offutt Air Force Base,NE,C,y,41.117,-95.917,1046.92
1276,KOFK,"Norfolk, Stefan Memorial Airport",NE,C,y,41.98,-97.43,1549.87
1277,KOFP,"Ashland, Hanover County Municipal Airport",VA,E,y,37.7,-77.43,206.693
1278,KOGA,"Ogallala, Searle Field Airport",NE,M,y,41.05,-101.8,3274.28
1279,KOGB,Orangeburg Municipal Airport,SC,E,y,33.47,-80.85,196.85
1280,KOGD,Ogden-Hinckley Muni,UT,M,y,41.2,-112.01,4439.96
1281,KOJA,Thomas P Stafford Airport,OK,C,y,35.5448,-98.6685,1605.0
1282,KOJC,"Olathe, Johnson County Executive Airport",KS,C,y,38.85,-94.74,1095.8
1283,KOKB,Oceanside Municipal (was L32),CA,P,y,33.219,-117.349,29.528
1284,KOKC,"Oklahoma City, Will Rogers World Airport",OK,C,y,35.41,-97.6,1279.86
1285,KOKK,Kokomo Muni Airport,IN,E,y,40.53,-86.06,830.052
1286,KOKM,Okmulgee Regional Airport,OK,C,y,35.67,-95.95,721.785
1287,KOKV,Winchester Regional,VA,E,y,39.15,-78.15,728.346
1288,KOLD,Old Town / Dewitt Field Airport,ME,E,y,44.95,-68.667,134.843
1289,KOLF,Wolf Point Intl Airport,MT,M,y,48.09,-105.58,1984.91
1290,KOLM,Olympia,WA,P,y,46.98,-122.9,216.864
1291,KOLS,Nogales Intl Airport,AZ,M,n,31.42,-110.85,4055.12
1292,KOLU,Columbus Municipal Automatic Weather Observing,NE,C,y,41.46,-97.35,1479.66
1293,KOLV,Olive Branch Airport,MS,C,y,34.98,-89.79,401.903
1294,KOLY,Olney-Noble Airport,IL,C,y,38.73,-88.18,482.283
1295,KOLZ,Oelwein Municipal Airport,IA,C,y,42.68,-91.96,1076.11
1296,KOMA,"Omaha, Eppley Airfield",NE,C,y,41.3,-95.9,981.955
1297,KOMH,Orange County Airport,VA,E,y,38.247,-78.046,465.879
1298,KOMK,Omak Airport,WA,P,y,48.46,-119.52,1253.28
1299,KOMN,Ormond Beach Municipal Airport,FL,E,y,29.3,-81.1,29.528
1300,KONA,Winona Municipal Automatic Weather Observing,MN,C,y,44.09,-91.7,656.168
1301,KONL,O Neill (Baker Field),NE,C,y,42.48,-98.68,2030.84
1302,KONM,Socorro Municipal Airport,NM,M,Y,34.0225,-106.903,4875.0
1303,KONO,Ontario Municipal,OR,M,y,44.02,-117.01,2189.96
1304,KONP,Newport Municip,OR,P,y,44.58,-124.05,140.092
1305,KONT,Ontario Intl Arpt,CA,P,y,34.06,-117.6,941.601
1306,KONZ,Grosse Ile Municipal Airport,MI,E,y,42.1,-83.16,577.428
1307,KOOA,Oskaloosa Municipal Airport,IA,C,y,41.233,-92.483,839.895
1308,KOPF,"Miami, Opa Locka Airport",FL,E,y,25.91,-80.28,9.843
1309,KOPN,Thomaston-Upson County Airport,GA,E,y,32.955,-84.263,797.244
1310,KOQT,Oak Ridge,TN,E,y,36.02,-84.23,910.105
1311,KOQU,North Kingstown/Quonset State,RI,E,y,41.61,-71.42,19.685
1312,KORB,Orr,MN,C,y,48.02,-92.87,1302.49
1313,KORC,Orange City,IA,C,y,42.98,-96.07,1414.04
1314,KORD,Chicago/O'Hare,IL,C,y,41.98,-87.9,658.136
1315,KORE,Orange Municipal Airport,MA,E,y,42.58,-72.28,538.058
1316,KORF,Norfolk International Airport,VA,E,y,36.91,-76.2,23.95
1317,KORG,Orange County Airport,TX,C,y,30.067,-93.8,13.123
1318,KORH,Worcester Regional Airport,MA,E,y,42.28,-71.87,985.892
1319,KORL,Orlando Executive Airport,FL,E,y,28.55,-81.33,104.987
1320,KORS,Orcas Island Airport,WA,P,y,48.717,-122.917,26.247
1321,KOSA,Mount Pleasant,TX,C,y,33.096,-94.962,364.173
1322,KOSC,Oscoda-Wurtsmith Airport,MI,E,y,44.46,-83.4,604.003
1323,KOSH,"Oshkosh, Wittman Regional Airport",WI,C,y,44.01,-88.57,830.052
1324,KOSU,"Columbus, Ohio State University Airport",OH,E,y,40.09,-83.07,928.478
1325,KOTG,Worthington Automatic Weather Observing/Reporting,MN,C,y,43.66,-95.58,1574.8
1326,KOTH,North Bend (awos),OR,P,y,43.43,-124.25,5.906
1327,KOTM,Ottumwa Industrial Airport,IA,C,y,41.11,-92.45,841.864
1328,KOUN,Norman / Max Westheimer,OK,C,y,35.246,-97.472,1184.38
1329,KOVE,Oroville,CA,P,y,39.49,-121.62,187.008
1330,KOVL,Olivia Regional Airport,MN,C,y,44.78,-95.03,1076.11
1331,KOVS,Boscobel Airport,WI,C,y,43.16,-90.68,672.572
1332,KOWA,Owatonna Automatic Weather Observing / Reporting,MN,C,y,44.12,-93.25,1148.29
1333,KOWB,Owensboro / Daviess,KY,C,y,37.76,-87.17,416.667
1334,KOWD,Norwood Memorial Airport,MA,E,y,42.19,-71.17,49.213
1335,KOWY,Owyhee,NV,P,y,41.95,-116.1,5396.98
1336,KOXB,Ocean City Municipal Airport,MD,E,y,38.308,-75.124,13.123
1337,KOXC,Oxford Automatic Weather Observing / Reporting Sys,CT,E,y,41.41,-73.1,728.346
1338,KOXI,Starke County Airport,IN,E,y,41.33,-86.664,685.0
1339,KOXR,Oxnard,CA,P,y,34.21,-119.2,36.089
1340,KOXV,Knoxville,IA,C,y,41.3,-93.12,928.478
1341,KOZA,Ozona Municipal Airport,TX,C,Y,30.7353,-101.203,2381.0
1342,KOZR,Cairns Army Air Field / Ozark,AL,C,y,31.283,-85.717,314.961
1343,KOZW,"Howell, Livingston County Airport",MI,E,y,42.63,-83.98,961.286
1344,KP28,Medicine Lodge,KS,C,y,37.3,-98.58,1535.1
1345,KP38,Caliente (amos),NV,P,y,37.617,-114.517,4379.92
1346,KP53,Munising,MI,E,y,46.4,-86.65,613.517
1347,KP58,Port Hope,MI,E,y,44.022,-82.793,600.394
1348,KP59,Copper Harbor,MI,E,y,47.45,-87.9,610.236
1349,KP60,Lake Yellowstone,WY,M,y,44.55,-110.42,7770.01
1350,KP68,Eureka (ramos),NV,P,y,39.6014,-116.006,6538.71
1351,KP69,Lowell,ID,P,y,46.15,-115.6,4097.77
1352,KP75,Marquette,MI,E,y,45.93,-85.92,583.99
1353,KP92,Salt Point,LA,C,y,29.6,-91.3,9.843
1354,KPAE,Everett/Paine Field,WA,P,y,47.91,-122.28,620.079
1355,KPAH,"Paducah, Barkley Regional Airport",KY,C,y,37.07,-88.77,407.152
1356,KPAM,Tyndall Air Force Base,FL,C,y,30.07,-85.59,22.966
1357,KPAN,Payson Airport,AZ,M,n,34.2568,-111.339,5157.0
1358,KPAO,Palo Alto Airport,CA,P,y,37.48,-122.12,6.562
1359,KPBF,"Pine Bluff, Grider Field Airport",AR,C,y,34.18,-91.93,207.021
1360,KPBG,Plattsburgh International Airport,NY,E,y,44.6509,-73.4681,271.0
1361,KPBH,Phillips / Price County,WI,C,y,45.41,-90.24,1473.1
1362,KPBI,"West Palm Beach, Palm Beach International Airport",FL,E,y,26.68,-80.12,20.013
1363,KPCM,Plant City Airport,FL,E,y,28.0002,-82.1642,154.0
1364,KPCZ,Waupaca Municipal Airport,WI,C,y,44.333,-89.02,826.772
1365,KPDC,Prairie Du Chien Municipal Airport,WI,C,y,43.02,-91.12,659.449
1366,KPDK,"Atlanta, DeKalb-Peachtree Airport",GA,E,y,33.88,-84.3,1026.9
1367,KPDT,Pendleton Municipal,OR,P,y,45.69,-118.85,1493.11
1368,KPDX,Portland Intl Arpt,OR,P,y,45.58,-122.6,39.042
1369,KPEA,Pella Muni Airport,IA,C,y,41.4,-92.95,885.827
1370,KPEO,Penn Yan Airport,NY,E,y,42.65,-77.05,902.231
1371,KPEQ,Pecos Municipal Airport,TX,C,y,31.383,-103.5,2611.55
1372,KPEZ,Pleasanton Municipal Airport,TX,C,y,28.95,-98.52,430.0
1373,KPFN,Panama City-Bay County Intl Airport,FL,C,y,30.2,-85.68,19.685
1374,KPGA,Page Muni (amos),AZ,M,n,36.94,-111.45,4278.21
